0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
后现代城C区,朝阳,101112318510,665,59975元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨2卫,低楼层 (共18层),110.88㎡,复式,85.62㎡,塔楼,西南,钢混结构,简装,两梯八户,集中供暖,有,2021-07-17,商品房,2009-10-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
万方家园,朝阳,101112377081,439,52076元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),84.3㎡,平层,暂无数据,板楼,东南 北,钢混结构,精装,一梯三户,自供暖,无,2021-07-23,商品房,2016-06-27,普通住宅,满五年,共有,无抵押,已上传房本照片
龙邸,昌平,101109405406,900,52485元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,中楼层 (共5层),171.48㎡,复式,149.19㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2020-10-05,商品房,2009-09-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
西府景园,丰台,101110683529,590,49555元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,底层 (共23层),119.06㎡,平层,94.2㎡,板楼,南,钢混结构,简装,两梯三户,集中供暖,有,2021-03-03,商品房,2011-02-22,普通住宅,满五年,非共有,无抵押,已上传房本照片
玉泉西路甲3号院,石景山,101112353057,325,56700元/平米,1986年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),57.32㎡,平层,41.32㎡,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-07-21,已购公房,2018-09-19,普通住宅,满两年,非共有,无抵押,已上传房本照片
那尔水晶城,大兴,101111727872,358,41335元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共13层),86.61㎡,平层,71.8㎡,板楼,南 北,钢混结构,简装,一梯三户,自供暖,有,2021-05-28,商品房,2013-05-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
南庭新苑南区,丰台,101109920972,356,52139元/平米,2010年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共16层),68.28㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2020-11-25,商品房,2016-07-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
合生滨江帝景一期,通州,101112230429,479,53526元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共18层),89.49㎡,平层,72.96㎡,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-07-10,商品房,2018-05-11,普通住宅,满两年,共有,有抵押 110万元 组合贷款,已上传房本照片
含晖苑,门头沟,101111530868,370,41112元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),90㎡,平层,79.87㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-05-10,商品房,2016-08-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
金隅泰和园,朝阳,101111912754,469,62285元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共14层),75.3㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,集中供暖,有,2021-06-12,限价商品房,2015-08-04,普通住宅,满五年,共有,有抵押 45万元 北京银行 客户偿还,已上传房本照片
领秀慧谷C区,昌平,101111758612,604,67623元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,中楼层 (共11层),89.32㎡,平层,75.12㎡,板楼,南 北,钢混结构,精装,一梯三户,自供暖,有,2021-05-30,商品房,2019-08-19,普通住宅,满两年,非共有,有抵押 50万元,已上传房本照片
新华联家园北区,通州,101112044376,413,40321元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,底层 (共7层),102.43㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-06-24,商品房,2009-08-24,普通住宅,满五年,非共有,有抵押 10万元 银行 客户偿还,已上传房本照片
石榴园北里小区,丰台,101112083156,390,47074元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,高楼层 (共18层),82.85㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯八户,集中供暖,有,2021-06-27,已购公房,2002-09-17,普通住宅,满五年,非共有,无抵押,已上传房本照片
天堂河南区,大兴,101110871511,213,26414元/平米,1983年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨1卫,中楼层 (共4层),80.64㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,一梯三户,集中供暖,无,2021-03-18,已购公房,2000-05-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
恒华安纳湖,顺义,101111242921,389,31509元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,低楼层 (共9层),123.46㎡,平层,102.29㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-04-16,商品房,2015-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
优筑,丰台,101111309931,1080,68751元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,中楼层 (共17层),157.09㎡,平层,126.16㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-04-22,商品房,2016-05-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
公园懿府,丰台,101110861672,835,62379元/平米,2017年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,高楼层 (共15层),133.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-03-17,商品房,2019-03-07,普通住宅,满两年,非共有,有抵押 350万元 北京银行 客户偿还,已上传房本照片
长阳半岛2号院,房山,101112412569,455,48674元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共9层),93.48㎡,平层,77.78㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-07-26,商品房,2013-04-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
永安里中街,朝阳,101109232189,508,72989元/平米,1986年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,顶层 (共6层),69.6㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2020-09-17,已购公房,2014-07-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
京汉旭城,石景山,101111759804,670,70907元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,中楼层 (共15层),94.49㎡,平层,80.51㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-05-31,商品房,2016-02-19,普通住宅,满五年,非共有,有抵押 240万元 徽商银行 客户偿还,已上传房本照片
首开保利熙悦诚郡,大兴,101107723076,526,62449元/平米,2016年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,低楼层 (共17层),84.23㎡,平层,64.99㎡,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2020-05-15,商品房,2017-11-22,普通住宅,满两年,非共有,无抵押,已上传房本照片
首座御园一区二期,大兴,101112318460,327,34695元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共12层),94.25㎡,平层,72.48㎡,板塔结合,东南,钢混结构,简装,两梯四户,集中供暖,有,2021-07-17,二类经济适用房,2018-07-23,普通住宅,满两年,非共有,无抵押,已上传房本照片
永乐西区,石景山,101112779663,319,52885元/平米,1989年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),60.32㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-27,商品房,2021-08-04,普通住宅,未满两年,非共有,无抵押,已上传房本照片
松榆西里,朝阳,101112297982,412,59867元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共19层),68.82㎡,平层,暂无数据,塔楼,东 北,钢混结构,简装,两梯十户,集中供暖,有,2021-07-16,商品房,2013-06-04,普通住宅,满五年,非共有,无抵押,已上传房本照片
巧克力城,大兴,101109948015,575,49493元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,低楼层 (共6层),116.18㎡,平层,102.13㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-11-29,商品房,2016-10-30,普通住宅,满两年,共有,有抵押 285万元,已上传房本照片
石佛营东里小区,朝阳,101112006114,485,50343元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨2卫,低楼层 (共18层),96.34㎡,平层,暂无数据,塔楼,南 西 北,钢混结构,简装,两梯十户,集中供暖,有,2021-06-21,商品房,2003-12-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
永乐西区,石景山,101111933985,319,51436元/平米,1987年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),62.02㎡,平层,暂无数据,板楼,南 西 北,混合结构,精装,一梯三户,集中供暖,无,2021-06-14,商品房,2015-10-23,普通住宅,满五年,共有,有抵押 90万元 客户偿还,已上传房本照片
榆垡新城嘉园C区,大兴,101112177916,224,28046元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共8层),79.87㎡,平层,63.4㎡,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-05,商品房,2016-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
彩虹新城,大兴,101111925984,415,46861元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,中楼层 (共16层),88.56㎡,平层,74.03㎡,板楼,西南,钢混结构,简装,两梯四户,集中供暖,有,2021-06-14,商品房,2009-06-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
兴海家园月苑,大兴,101111743983,415,49618元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),83.64㎡,平层,72.15㎡,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-05-29,商品房,2014-03-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
晨光家园A区,朝阳,101112390175,545,68322元/平米,1999年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共30层),79.77㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,三梯八户,集中供暖,有,2021-07-24,已购公房,2004-09-07,普通住宅,满五年,非共有,无抵押,已上传房本照片
康城别墅一期,朝阳,101110799700,877,46982元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨3卫,底层 (共3层),186.67㎡,复式,暂无数据,板楼,南 北,混合结构,简装,一梯六户,自供暖,无,2021-03-12,商品房,2004-08-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
康家园,朝阳,101111302101,345,59751元/平米,1991年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),57.74㎡,平层,暂无数据,板楼,南 西 北,混合结构,简装,一梯两户,集中供暖,无,2021-04-21,已购公房,2001-02-20,普通住宅,满五年,非共有,无抵押,已上传房本照片
朝阳无限,朝阳,101112336870,770,52346元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,高楼层 (共14层),147.1㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-07-19,私产,2004-04-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
康庄路52号院,大兴,101111202472,378,33732元/平米,2010年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨1卫,低楼层 (共21层),112.06㎡,平层,89.6㎡,板楼,东 南,钢混结构,精装,两梯四户,集中供暖,有,2021-04-13,限价商品房,2011-12-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
公园懿府,丰台,101110984652,815,60871元/平米,2017年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,高楼层 (共15层),133.89㎡,平层,107.62㎡,板楼,南 北 西,钢混结构,精装,两梯两户,集中供暖,有,2021-03-27,商品房,2019-01-07,普通住宅,满两年,非共有,有抵押 200万元,已上传房本照片
香花畦家园,顺义,101112350920,616,43574元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,低楼层 (共8层),141.37㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-20,私产,2008-08-05,普通住宅,满五年,共有,无抵押,已上传房本照片
UHN国际村,朝阳,101111944331,1040,95641元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨2卫,低楼层 (共28层),108.74㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-06-15,商品房,2004-09-01,普通住宅,满五年,非共有,有抵押 560万元 招商银行 客户偿还,已上传房本照片
光彩家园,丰台,101111196794,449,58388元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共20层),76.9㎡,平层,61.29㎡,塔楼,南,混合结构,精装,两梯十户,集中供暖,有,2021-04-12,商品房,2003-08-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
芳星园三区,丰台,101111126121,430,62683元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,高楼层 (共25层),68.6㎡,平层,44.7㎡,塔楼,东南,钢混结构,简装,两梯八户,集中供暖,有,2021-04-07,已购公房,1994-12-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
新源街,朝阳,101112293997,372,73533元/平米,1982年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),50.59㎡,平层,暂无数据,板楼,东南,砖混结构,毛坯,一梯三户,集中供暖,无,2021-07-15,已购公房,2018-07-02,普通住宅,满两年,非共有,无抵押,已上传房本照片
冬季星空,丰台,101111820405,860,63213元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,中楼层 (共12层),136.05㎡,平层,111.7㎡,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2021-06-05,商品房,2011-05-20,普通住宅,满五年,非共有,有抵押 700万元 宁波银行 客户偿还,已上传房本照片
远洋一方溪语苑,朝阳,101111433449,820,60361元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室2厅1厨2卫,高楼层 (共9层),135.85㎡,平层,117.68㎡,塔楼,南 北,钢混结构,精装,一梯三户,自供暖,有,2021-05-01,商品房,2014-09-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
农丰里,朝阳,101111469379,620,94976元/平米,1988年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),65.28㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-05-05,央产房,2005-08-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
青年路小区,朝阳,101112165481,360,59211元/平米,1993年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),60.8㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2021-07-04,已购公房,1999-09-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
北苑家园望春园,朝阳,101112256851,908,69713元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,中楼层 (共14层),130.25㎡,平层,109.78㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-07-12,商品房,2007-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
旗舰凯旋一期,通州,101110922670,479,33819元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室2厅1厨2卫,中楼层 (共11层),141.64㎡,错层,115㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-03-22,商品房,2008-08-27,普通住宅,满五年,非共有,有抵押 450万元 工商银行 业主自还,已上传房本照片
长阳半岛怡和路8号院,房山,101110217546,729,44140元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,底层 (共15层),165.16㎡,平层,141.06㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-12-30,商品房,2015-09-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
沸城,丰台,101112079576,363,41777元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共10层),86.89㎡,平层,71.26㎡,板塔结合,东 南,钢混结构,精装,一梯四户,集中供暖,有,2021-06-27,商品房,2009-01-15,普通住宅,满五年,非共有,有抵押 10万元 银行 业主自还,已上传房本照片
原香小镇二区,房山,101112147459,495,40317元/平米,2010年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,高楼层 (共6层),122.78㎡,平层,102.61㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-07-03,商品房,2016-08-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
润枫领尚,通州,101111755541,380,43534元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共18层),87.29㎡,平层,68.08㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-05-30,商品房,2016-05-09,普通住宅,满五年,非共有,无抵押,已上传房本照片
景泰西里西区,东城,101112051328,732,81046元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共11层),90.32㎡,平层,暂无数据,板塔结合,东 西,钢混结构,精装,一梯四户,自供暖,有,2021-06-25,商品房,2011-12-07,普通住宅,满五年,非共有,无抵押,已上传房本照片
苇子坑1号院,丰台,101111594754,320,45721元/平米,1989年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,顶层 (共6层),69.99㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-05-15,已购公房,2010-02-05,普通住宅,满五年,非共有,无抵押,已上传房本照片
新华街六里,丰台,101111932971,345,53991元/平米,1996年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),63.9㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-06-14,商品房,2011-08-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
慧忠北里第一社区,朝阳,101112001135,479,45032元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,顶层 (共9层),106.37㎡,复式,暂无数据,板楼,东,钢混结构,精装,两梯五户,集中供暖,有,2021-06-20,商品房,2016-08-09,普通住宅,满五年,非共有,有抵押 300万元,已上传房本照片
风雅园二区,昌平,101111841607,539,43489元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,中楼层 (共7层),123.94㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-06-06,商品房,2007-11-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
桃园小区,门头沟,101111989926,247.5,28452元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,高楼层 (共6层),86.99㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-06-19,已购公房,2007-12-24,普通住宅,满五年,非共有,无抵押,已上传房本照片
金色漫香林一期,大兴,101110702494,595,46510元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,中楼层 (共9层),127.93㎡,平层,111.77㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-03-04,商品房,2016-10-10,普通住宅,满两年,非共有,有抵押 100万元 银行 业主自还,已上传房本照片
合立方,昌平,101111747275,379,54174元/平米,2010年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,中楼层 (共21层),69.96㎡,平层,54.32㎡,板塔结合,东北,钢混结构,简装,两梯六户,自供暖,有,2021-05-29,商品房,2019-03-12,普通住宅,满两年,非共有,无抵押,已上传房本照片
珠江帝景,朝阳,101111906480,1660,102742元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室2厅1厨2卫,高楼层 (共26层),161.57㎡,平层,133.28㎡,塔楼,东南,钢混结构,精装,三梯四户,集中供暖,有,2021-06-12,商品房,2019-08-08,普通住宅,满两年,非共有,无抵押,已上传房本照片
冠城大通百旺府,海淀,101111967622,918,79674元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,高楼层 (共6层),115.22㎡,平层,93.81㎡,板楼,南 北,混合结构,精装,一梯两户,自供暖,有,2021-06-17,商品房,2008-12-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
月坛南街19号院,西城,101110775479,1190,142345元/平米,1992年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨1卫,顶层 (共14层),83.6㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯二十户,集中供暖,有,2021-03-10,已购公房,2002-06-14,普通住宅,满五年,共有,无抵押,已上传房本照片
南太平庄北巷,朝阳,101110780241,389,50239元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共7层),77.43㎡,平层,66.89㎡,板楼,南 西 北,混合结构,精装,一梯两户,集中供暖,无,2021-03-10,商品房,2016-07-31,普通住宅,满五年,非共有,无抵押,已上传房本照片
嘉园三里,丰台,101111036982,486,59596元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,中楼层 (共18层),81.55㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯八户,集中供暖,有,2021-04-01,已购公房,2017-12-26,普通住宅,满两年,非共有,无抵押,已上传房本照片
龙鼎园,通州,101111876125,358,39075元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,中楼层 (共11层),91.62㎡,平层,75.14㎡,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-06-09,商品房,2010-05-14,普通住宅,满五年,非共有,有抵押 43万元 中信银行 客户偿还,已上传房本照片
碧桂园小区C区,房山,101111572554,320,25905元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,低楼层 (共15层),123.53㎡,平层,104.97㎡,板楼,南 北,钢混结构,简装,两梯两户,自供暖,有,2021-05-13,商品房,2010-07-30,普通住宅,满五年,非共有,无抵押,已上传房本照片
天通苑北二区,昌平,101111894673,625,42282元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,中楼层 (共13层),147.82㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-06-11,商品房,2018-12-24,普通住宅,满两年,非共有,无抵押,已上传房本照片
