0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
天河广场,天河,108402443050,385,38539元/平米,1996年建/塔楼,3室2厅1厨0卫,高楼层 (共32层),99.9㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,2021-07-12,商品房,2000-03-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
嘉和苑,越秀,108402463056,740,60656元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共16层),122㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-07-18,商品房,2016-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
时尚明苑,天河,108402424381,275,63628元/平米,2006年建/塔楼,1室1厅1厨1卫,高楼层 (共11层),43.22㎡,平层,34.89㎡,塔楼,东,钢混结构,简装,一梯七户,有,2021-07-06,商品房,2017-07-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
金迪城市花园,白云,108402387593,113.5,32813元/平米,1995年建/塔楼,1室1厅1厨1卫,低楼层 (共15层),34.59㎡,平层,暂无数据,塔楼,西,钢混结构,精装,两梯十二户,有,2021-06-26,商品房,2017-04-05,普通住宅,满两年,非共有,有抵押 5万元 业主自还,已上传房本照片,,,
富丽家园乳芳园,番禺,108402507842,118,20000元/平米,1995年建/塔楼,2室1厅1厨1卫,低楼层 (共7层),59㎡,平层,暂无数据,塔楼,南,混合结构,其他,一梯四户,无,2021-08-01,商品房,2001-11-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
西华路,越秀,108402469993,165,37984元/平米,1994年建/塔楼,2室2厅1厨1卫,中楼层 (共6层),43.44㎡,平层,38.39㎡,塔楼,东,钢混结构,简装,一梯四户,无,2021-07-20,房改房,1990-07-18,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
凤阳小区,海珠,108402054866,193,30237元/平米,2000年建/塔楼,3室2厅1厨1卫,低楼层 (共9层),63.83㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,2021-03-13,商品房,1997-05-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
白云路,越秀,108402177863,188,33210元/平米,未知年建/暂无数据,2室1厅1厨1卫,高楼层 (共8层),56.61㎡,平层,暂无数据,暂无数据,东,钢混结构,精装,一梯两户,暂无数据,2021-04-19,商品房,2013-04-08,普通住宅,满五年,共有,有抵押 30万元,已上传房本照片,,,
合一国际,白云,108401890620,236,53479元/平米,2006年建/塔楼,2室1厅1厨1卫,中楼层 (共18层),44.13㎡,复式,34.63㎡,塔楼,南,钢混结构,精装,两梯十户,有,2021-01-03,商品房,2013-03-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
祈福缤纷汇,番禺,108402344235,356,38092元/平米,2017年建/板塔结合,3室2厅1厨2卫,中楼层 (共33层),93.46㎡,平层,73.4㎡,板塔结合,北,钢混结构,精装,三梯九户,有,2021-06-12,商品房,2019-06-14,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
南国奥林匹克花园,番禺,108402359407,240,36475元/平米,2006年建/板楼,2室1厅1厨1卫,中楼层 (共5层),65.8㎡,平层,56.6㎡,板楼,东,钢混结构,简装,一梯三户,无,2021-06-17,商品房,2007-05-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
亚运城媒体南村,番禺,108402486764,238,30814元/平米,2010年建/塔楼,2室2厅1厨1卫,中楼层 (共15层),77.24㎡,平层,58.89㎡,塔楼,北 东北,钢混结构,精装,两梯四户,有,2021-07-26,商品房,2013-01-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
江南大道中,海珠,108402496548,125,35899元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共6层),34.82㎡,平层,暂无数据,塔楼,东,混合结构,精装,一梯五户,无,2021-07-29,房改房,1992-03-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
江南西路,海珠,108402400320,338,44474元/平米,未知年建/塔楼,3室1厅1厨1卫,中楼层 (共8层),76㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,一梯四户,有,2021-06-30,商品房,2019-08-02,普通住宅,满两年,非共有,有抵押 240万元 金融公司垫资,已上传房本照片,,,
诗书路,越秀,108402041530,105,27487元/平米,1998年建/塔楼,2室1厅1厨1卫,低楼层 (共3层),38.2㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,一梯十三户,无,2021-03-09,商品房,2018-02-13,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
祈福万景峰祈福天龙苑,花都,108402223145,148,19214元/平米,2014年建/塔楼,2室2厅1厨1卫,高楼层 (共27层),77.03㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十户,有,2021-05-04,商品房,2017-07-20,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
环城西路(市桥),番禺,108402259548,57,14109元/平米,未知年建/暂无数据,1室1厅1厨1卫,高楼层 (共5层),40.4㎡,平层,33.29㎡,暂无数据,东,混合结构,简装,一梯一户,暂无数据,2021-05-16,商品房,2014-02-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
东晓路,海珠,108402169544,159,35342元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),44.99㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯六户,无,2021-04-16,商品房,2000-03-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
昌岗西路,海珠,108402189564,94,23840元/平米,未知年建/塔楼,1室1厅1厨1卫,中楼层 (共9层),39.43㎡,平层,35.63㎡,塔楼,东北,混合结构,简装,一梯四户,无,2021-04-23,商品房,2008-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
绿茵翠庭,海珠,108402069578,192,38617元/平米,2002年建/塔楼,2室1厅1厨1卫,中楼层 (共10层),49.72㎡,平层,41.76㎡,塔楼,北,钢混结构,简装,一梯九户,有,2021-03-17,商品房,2002-03-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
泽德花苑,白云,108401164181,123,22458元/平米,1998年建/塔楼,2室1厅1厨1卫,高楼层 (共9层),54.77㎡,平层,暂无数据,塔楼,南 西北,钢混结构,简装,一梯四户,无,2020-05-01,商品房,2005-11-09,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
华荟明苑,番禺,108402214983,273,36145元/平米,2002年建/塔楼,2室2厅1厨1卫,中楼层 (共11层),75.53㎡,平层,64.03㎡,塔楼,西北,钢混结构,简装,一梯四户,有,2021-05-01,商品房,2016-12-17,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,,,
宝岗路,海珠,108402209795,102,33978元/平米,未知年建/塔楼,2室1厅1厨1卫,高楼层 (共7层),30.02㎡,平层,暂无数据,塔楼,东,钢混结构,精装,一梯三户,无,2021-04-29,商品房,2018-04-20,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
珠殿苑,番禺,108402009504,148,21234元/平米,1996年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),69.7㎡,平层,62.13㎡,塔楼,南,钢混结构,精装,一梯四户,无,2021-02-28,商品房,2015-05-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
景泰新村,白云,108401896804,121,30395元/平米,1992年建/塔楼,1室1厅1厨1卫,高楼层 (共12层),39.81㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯八户,有,2021-01-06,商品房,2016-04-21,普通住宅,满五年,非共有,有抵押 20万元 工行 业主自还,已上传房本照片,,,
绿地新里缇香公馆,花都,108401230647,220,17514元/平米,2016年建/塔楼,3室2厅1厨2卫,高楼层 (共31层),125.62㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯三户,有,2020-05-20,商品房,2019-02-12,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
广州融创文旅城A2区,花都,108402599117,220,25546元/平米,2018年建/塔楼,3室1厅1厨2卫,中楼层 (共33层),86.12㎡,平层,66.18㎡,塔楼,南,钢混结构,毛坯,两梯四户,有,2021-08-27,商品房,2019-12-05,普通住宅,未满两年,共有,有抵押 25万元 业主自还,已上传房本照片,,,
恒德苑,白云,108402062413,115,23379元/平米,1997年建/塔楼,2室2厅1厨1卫,低楼层 (共10层),49.19㎡,平层,41.82㎡,塔楼,南,钢混结构,简装,一梯五户,无,2021-03-15,商品房,2013-06-10,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,,,
祈福聚龙堡,花都,108402609247,45,10175元/平米,未知年建/塔楼,1室1厅1厨1卫,中楼层 (共11层),44.23㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯七户,暂无数据,2021-08-30,商品房,2020-04-16,普通住宅,未满两年,非共有,有抵押 30万元,已上传房本照片,,,
富力环市西苑,荔湾,108402457219,376,50014元/平米,2000年建/塔楼,2室1厅1厨1卫,中楼层 (共15层),75.18㎡,平层,59.76㎡,塔楼,北,钢混结构,精装,两梯七户,有,2021-07-16,商品房,2001-07-30,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
田心花园,白云,108402401801,95,26251元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共1层),36.19㎡,复式,暂无数据,塔楼,北,钢混结构,精装,一梯八户,无,2021-06-30,商品房,2004-09-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
新光城市广场,荔湾,108401498135,200,47779元/平米,2003年建/塔楼,2室1厅1厨1卫,中楼层 (共20层),41.86㎡,平层,33.58㎡,塔楼,东,钢混结构,简装,三梯二十八户,有,2020-08-09,商品房,2009-09-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
荔景园(黄埔区),黄埔,108402458371,185,33551元/平米,1999年建/塔楼,2室1厅1厨1卫,高楼层 (共8层),55.14㎡,平层,46.85㎡,塔楼,南,钢混结构,精装,一梯两户,无,2021-07-17,商品房,2007-11-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
广钢鹤平小区,荔湾,108402431678,91,20843元/平米,1997年建/塔楼,1室1厅1厨1卫,中楼层 (共5层),43.66㎡,平层,32.77㎡,塔楼,西南,混合结构,简装,一梯八户,无,2021-07-09,商品房,1984-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
海璟奥园,南沙,108401941693,345,19119元/平米,2011年建/塔楼,4室2厅1厨3卫,高楼层 (共25层),180.45㎡,平层,142.49㎡,塔楼,南 北,钢混结构,毛坯,两梯三户,有,2021-01-24,商品房,2013-12-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
解放北路(越秀区),越秀,108402004136,150,26667元/平米,1998年建/塔楼,2室1厅1厨1卫,高楼层 (共9层),56.25㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,一梯三户,无,2021-02-27,商品房,2008-04-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
荔港南湾,荔湾,108402475177,410,53192元/平米,2008年建/塔楼,2室1厅1厨1卫,低楼层 (共32层),77.08㎡,平层,63.31㎡,塔楼,西南,钢混结构,精装,两梯六户,有,2021-07-22,商品房,2010-06-22,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
恩宁路,荔湾,108402043376,165,29768元/平米,未知年建/塔楼,2室2厅1厨1卫,中楼层 (共7层),55.43㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯八户,无,2021-03-10,房改房,2017-05-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
嘉和苑,越秀,108402499891,350,55127元/平米,2004年建/塔楼,2室1厅1厨1卫,低楼层 (共19层),63.49㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-07-30,商品房,2011-04-13,普通住宅,满五年,共有,有抵押 60万元,已上传房本照片,,,
淘金华庭,越秀,108402147235,488,81334元/平米,2002年建/塔楼,2室1厅1厨1卫,高楼层 (共32层),60㎡,平层,47.27㎡,塔楼,南,钢混结构,精装,三梯十四户,有,2021-04-10,商品房,2012-06-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
纵横公寓,海珠,108402227626,295,47072元/平米,2012年建/塔楼,2室1厅1厨1卫,高楼层 (共30层),62.67㎡,平层,暂无数据,塔楼,南,钢混结构,简装,十梯四十户,有,2021-05-06,商品房,2015-12-08,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,,,
晓港湾,海珠,108401635393,198,32269元/平米,1999年建/塔楼,2室1厅1厨1卫,低楼层 (共23层),61.36㎡,平层,50.01㎡,塔楼,北,钢混结构,简装,两梯十户,有,2020-09-25,商品房,2009-01-02,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
金丰花园,海珠,108401614437,208,37190元/平米,2000年建/塔楼,2室2厅1厨1卫,高楼层 (共9层),55.93㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯六户,无,2020-09-17,商品房,2000-09-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
汇雅花园,白云,108401616261,96,13470元/平米,1996年建/塔楼,3室1厅1厨1卫,高楼层 (共9层),71.27㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯五户,无,2020-09-17,商品房,2018-02-11,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
芭堤水岸,海珠,108402328979,725,80067元/平米,2005年建/塔楼,2室2厅1厨1卫,高楼层 (共32层),90.55㎡,平层,73.61㎡,塔楼,东南,钢混结构,精装,三梯八户,有,2021-06-06,商品房,2010-08-10,普通住宅,满五年,共有,有抵押 180万元,已上传房本照片,,,
云宁居,天河,108402240862,225,33245元/平米,1999年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),67.68㎡,平层,58.25㎡,塔楼,东北,钢混结构,精装,一梯四户,有,2021-05-10,商品房,2015-05-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
亚华阁,番禺,108401236899,113,16401元/平米,1999年建/塔楼,2室1厅1厨1卫,高楼层 (共8层),68.9㎡,平层,68.9㎡,塔楼,南,钢混结构,简装,一梯四户,无,2020-05-22,商品房,1998-04-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
水均岗,越秀,108402476120,172,66719元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共9层),25.78㎡,平层,23.29㎡,塔楼,西,钢混结构,精装,一梯五户,无,2021-07-22,房改房,2014-04-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
执信南路,越秀,108402424590,228,50343元/平米,未知年建/板楼,2室1厅1厨1卫,中楼层 (共6层),45.29㎡,平层,40.92㎡,板楼,南 北,混合结构,其他,一梯四户,无,2021-07-07,商品房,2012-09-19,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
晓港湾,海珠,108402617505,78,40062元/平米,1999年建/塔楼,1室1厅1厨1卫,中楼层 (共9层),19.47㎡,平层,17.47㎡,塔楼,东北,钢混结构,毛坯,一梯十户,有,2021-09-01,商品房,2021-08-10,普通住宅,未满两年,共有,无抵押,已上传房本照片,,,
南岸路,荔湾,108402513186,148,36346元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共7层),40.72㎡,平层,36.79㎡,塔楼,东北,钢混结构,精装,一梯三户,无,2021-08-02,商品房,2016-06-04,普通住宅,满五年,非共有,有抵押 15万元 中国工商银行 业主自还,已上传房本照片,,,
新港西路214号大院,海珠,108402316255,228,34250元/平米,1997年建/塔楼,2室1厅1厨1卫,低楼层 (共9层),66.57㎡,平层,58.72㎡,塔楼,北,钢混结构,简装,一梯四户,无,2021-06-02,房改房,2000-06-01,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
中海誉城南苑,黄埔,108402362707,280,35088元/平米,未知年建/塔楼,2室2厅1厨1卫,中楼层 (共33层),79.8㎡,平层,63.42㎡,塔楼,东北,钢混结构,简装,两梯六户,有,2021-06-18,商品房,2019-03-08,普通住宅,满两年,非共有,有抵押 55万元,已上传房本照片,,,
汇港威华雅苑,增城,108402228347,125,14866元/平米,2018年建/塔楼,3室2厅1厨1卫,中楼层 (共31层),84.09㎡,平层,68.85㎡,塔楼,北,钢混结构,其他,两梯五户,有,2021-05-06,商品房,2019-05-22,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
尚东尚筑,番禺,108402346218,213,37646元/平米,2008年建/塔楼,2室1厅1厨1卫,中楼层 (共17层),56.58㎡,平层,42.47㎡,塔楼,北,钢混结构,精装,两梯十二户,有,2021-06-12,商品房,2017-09-28,普通住宅,满两年,非共有,有抵押 80万元 业主自还,已上传房本照片,,,
荔福路,海珠,108402219430,160,26469元/平米,未知年建/塔楼,1室1厅1厨1卫,高楼层 (共9层),60.45㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,一梯四户,暂无数据,2021-05-03,私产,1992-06-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
丰庭花园,南沙,108402300915,209,22612元/平米,2005年建/板楼,3室2厅1厨1卫,高楼层 (共10层),92.43㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-05-30,商品房,2009-08-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
环市西路,荔湾,108402326519,120,22223元/平米,未知年建/板楼,2室1厅1厨1卫,高楼层 (共7层),54㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,2021-06-06,私产,1992-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
滨海水晶湾,南沙,108402089612,345,25188元/平米,2010年建/塔楼,3室2厅1厨2卫,高楼层 (共18层),136.97㎡,平层,114.75㎡,塔楼,东南 西北,钢混结构,精装,两梯四户,有,2021-03-23,商品房,2010-09-11,普通住宅,满五年,非共有,有抵押 190万元 民生银行 金融公司垫资,已上传房本照片,,,
中旅侨苑,海珠,108402390290,600,51283元/平米,2001年建/塔楼,3室2厅1厨2卫,高楼层 (共15层),117㎡,平层,97.72㎡,塔楼,东南,钢混结构,精装,两梯八户,有,2021-06-27,商品房,2014-04-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
鸿运雅轩,海珠,108402438657,238,32536元/平米,1986年建/平房,4室1厅1厨2卫,高楼层 (共8层),73.15㎡,平层,66.09㎡,平房,西南 东北,钢混结构,精装,一梯五户,无,2021-07-11,商品房,2014-05-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
康泰花园(番禺区),番禺,108402282654,215,24827元/平米,1999年建/塔楼,2室2厅1厨1卫,中楼层 (共8层),86.6㎡,平层,78.81㎡,塔楼,北 南,钢混结构,精装,一梯四户,有,2021-05-24,商品房,2011-11-15,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
广州机务段,越秀,108402099943,180,27994元/平米,未知年建/板楼,3室1厅1厨1卫,高楼层 (共9层),64.3㎡,平层,暂无数据,板楼,西南,钢混结构,其他,一梯四户,有,2021-03-26,私产,2000-09-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
珠江源昌花园,南沙,108402164941,165,17227元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共27层),95.78㎡,平层,73.01㎡,塔楼,南,钢混结构,简装,两梯四户,有,2021-04-15,商品房,2019-03-21,普通住宅,满两年,共有,有抵押 50万元,已上传房本照片,,,
广氮花园,天河,108402514516,282,47048元/平米,未知年建/塔楼,2室1厅1厨1卫,低楼层 (共25层),59.94㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,三梯三户,有,2021-08-03,经济适用房,2011-12-02,普通住宅,满五年,非共有,有抵押 12万元,已上传房本照片,,,
白沙新村,白云,108402346695,112,22774元/平米,1998年建/塔楼,2室1厅1厨2卫,中楼层 (共9层),49.18㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯四户,无,2021-06-12,商品房,2016-01-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
金悦大厦,番禺,108402369562,176,24344元/平米,2003年建/塔楼,2室2厅1厨1卫,高楼层 (共27层),72.3㎡,平层,61.31㎡,塔楼,西北,钢混结构,简装,两梯六户,有,2021-06-20,商品房,2016-03-01,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
东山华丰大厦,越秀,108402391743,950,77991元/平米,未知年建/塔楼,3室2厅1厨1卫,中楼层 (共32层),121.81㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十户,有,2021-06-27,商品房,2015-05-16,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
万科府前一号,南沙,108402033972,362,30167元/平米,2014年建/板楼,3室2厅1厨2卫,低楼层 (共11层),120㎡,平层,102.19㎡,板楼,东南,钢混结构,精装,一梯两户,有,2021-03-07,商品房,2014-08-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
江南新村,番禺,108401243328,129,17459元/平米,1998年建/塔楼,3室1厅1厨1卫,高楼层 (共7层),73.89㎡,平层,59.37㎡,塔楼,西南,钢混结构,精装,一梯四户,无,2020-05-24,商品房,2012-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
尚上名筑一区,番禺,108402415486,145,25569元/平米,2017年建/塔楼,1室1厅1厨1卫,中楼层 (共29层),56.71㎡,平层,40.31㎡,塔楼,南,钢混结构,精装,四梯十户,有,2021-07-04,商品房,2014-10-20,普通住宅,满五年,非共有,有抵押 22万元 客户偿还,已上传房本照片,,,
柏蕙花园,海珠,108402319182,435,61993元/平米,2002年建/塔楼,2室2厅1厨1卫,高楼层 (共15层),70.17㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,2021-06-03,商品房,2018-09-05,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
金泽华庭,增城,108402527566,160,12168元/平米,2007年建/塔楼,3室2厅1厨2卫,中楼层 (共23层),131.5㎡,平层,109.86㎡,塔楼,北,钢混结构,其他,两梯六户,有,2021-08-07,商品房,2021-01-05,普通住宅,未满两年,非共有,有抵押,已上传房本照片,,,
金建苑,天河,108401662215,305,32666元/平米,1995年建/板楼,4室2厅1厨1卫,高楼层 (共6层),93.37㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2020-10-07,房改房,2016-06-03,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,,,
白沙新村,白云,108402380674,109,18311元/平米,1998年建/塔楼,2室2厅1厨1卫,高楼层 (共9层),59.53㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯七户,无,2021-06-24,商品房,2001-07-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
广州碧桂园丽苑,番禺,108402082359,280,27451元/平米,1998年建/塔楼,3室1厅1厨2卫,中楼层 (共7层),102㎡,平层,91.93㎡,塔楼,西北,钢混结构,精装,一梯四户,无,2021-03-21,商品房,2013-01-22,普通住宅,满五年,非共有,有抵押 50万元 公积金还有一点,已上传房本照片,,,
先烈中路81号大院,越秀,108402447633,425,59408元/平米,2000年建/塔楼,3室1厅1厨1卫,中楼层 (共6层),71.54㎡,平层,64.64㎡,塔楼,南 北,混合结构,简装,一梯两户,无,2021-07-13,商品房,2007-08-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
龙基北路,番禺,108402408026,338,21806元/平米,未知年建/暂无数据,4室2厅1厨2卫,低楼层 (共3层),155.01㎡,复式,100㎡,暂无数据,南,混合结构,简装,一梯一户,暂无数据,2021-07-02,商品房,2009-12-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
来福苑,番禺,108402136830,230,21376元/平米,2000年建/塔楼,3室2厅1厨2卫,中楼层 (共7层),107.6㎡,平层,96.55㎡,塔楼,南,钢混结构,精装,一梯两户,无,2021-04-07,商品房,2010-04-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
一品湖山,白云,108402455092,448,51613元/平米,2011年建/塔楼,5室2厅1厨1卫,高楼层 (共9层),86.8㎡,复式,74.86㎡,塔楼,南,钢混结构,精装,一梯四户,有,2021-07-16,商品房,2013-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
亚运城媒体北村,番禺,108402260235,228,28640元/平米,2010年建/塔楼,2室1厅1厨1卫,低楼层 (共18层),79.61㎡,平层,60.84㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-05-16,商品房,2013-01-15,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
桂花路,白云,108401796613,188,25516元/平米,未知年建/板楼,2室2厅1厨1卫,低楼层 (共9层),73.68㎡,平层,65.4㎡,板楼,东,钢混结构,精装,一梯两户,无,2020-11-27,私产,2000-12-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
金泽豪庭,增城,108402174392,222,25242元/平米,2016年建/塔楼,3室2厅1厨1卫,中楼层 (共32层),87.95㎡,平层,70.21㎡,塔楼,南,钢混结构,精装,两梯五户,有,2021-04-18,商品房,2018-07-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
亿海湾,海珠,108402374882,500,59709元/平米,2004年建/塔楼,2室1厅1厨1卫,中楼层 (共32层),83.74㎡,平层,66.34㎡,塔楼,西南,钢混结构,简装,三梯八户,有,2021-06-22,商品房,2015-10-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
星御翠园,海珠,108402358379,350,46811元/平米,2011年建/塔楼,4室2厅1厨1卫,高楼层 (共19层),74.77㎡,复式,57.35㎡,塔楼,南,钢混结构,简装,两梯十二户,有,2021-06-17,商品房,2014-07-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
广州碧桂园福苑,番禺,108402286115,410,54594元/平米,1998年建/塔楼,3室2厅1厨2卫,低楼层 (共6层),75.1㎡,平层,70.8㎡,塔楼,西南,钢混结构,简装,一梯四户,无,2021-05-25,商品房,2005-08-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
凯信东方华庭,黄埔,108402144316,200,25032元/平米,2005年建/塔楼,2室2厅1厨1卫,低楼层 (共17层),79.9㎡,平层,63.2㎡,塔楼,北,钢混结构,精装,两梯六户,有,2021-04-09,商品房,2003-07-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
青年干部学院,天河,108401817069,170,24880元/平米,未知年建/板楼,2室1厅1厨1卫,低楼层 (共6层),68.33㎡,平层,61.74㎡,板楼,东南,混合结构,简装,一梯四户,无,2020-12-04,商品房,2009-03-16,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
恒生花园,番禺,108400692229,237,21371元/平米,未知年建/板楼,3室2厅1厨2卫,高楼层 (共6层),110.9㎡,平层,95.8㎡,板楼,东南,钢混结构,精装,一梯两户,暂无数据,2019-09-20,商品房,2009-02-28,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
丽江花园德荫楼,番禺,108402401139,280,27861元/平米,1997年建/塔楼,3室2厅1厨2卫,中楼层 (共16层),100.5㎡,平层,80.2㎡,塔楼,东,钢混结构,简装,一梯十一户,有,2021-06-30,商品房,2004-07-26,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
富都城,番禺,108401006997,249,27007元/平米,1998年建/塔楼,3室2厅1厨1卫,低楼层 (共8层),92.2㎡,平层,75.62㎡,塔楼,南,钢混结构,精装,一梯四户,有,2020-03-13,商品房,2016-06-12,普通住宅,满五年,非共有,有抵押 70万元,已上传房本照片,,,
麓湖御景,越秀,108401493778,849,46417元/平米,2007年建/塔楼,3室2厅1厨2卫,高楼层 (共33层),182.91㎡,复式,暂无数据,塔楼,北,钢混结构,精装,三梯八户,有,2020-08-07,商品房,2017-05-31,普通住宅,满两年,非共有,有抵押 775万元,已上传房本照片,,,
江源半岛花园,天河,108402278778,1066,104357元/平米,2010年建/塔楼,3室2厅1厨2卫,中楼层 (共17层),102.15㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-05-22,商品房,2013-11-13,普通住宅,满五年,非共有,有抵押 300万元 华夏银行 业主自还,已上传房本照片,,,
海悦大厦,海珠,108402359678,488,42635元/平米,1995年建/塔楼,4室1厅1厨2卫,中楼层 (共30层),114.46㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-06-17,商品房,2011-03-09,普通住宅,满五年,共有,有抵押 67万元 招商银行股份有限公司广州分公司 业主自还,已上传房本照片,,,
